occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last,notes
Tamarack Golf Club,24032,W,ROYAL WORLINGTON,DR,,,,NAPERVILLE,IL,60564,1,160,"Eating, drinking places, ot",2,,2,C,8,U,,,,,,,,,,,,Unknown,630-904-4000,,TAMARACK GOLF CLUB,,UNKNOWN,
Moe Joe's,24033,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,160,"Eating, drinking places, ot",1,1,7,B,6,U,1,P,0,D,4,H,1,P,4,D,Stu,Littell,815-474-1605,,MOE JOE'S,STU,LITTELL,
Coldwell Banker/honig Bell,24034,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,1,,0,R,6,U,N,N,,,,,N,N,,,Ed,Prodehl,630-777-5978,,COLDWELL BANKER/HONIG BELL,ED,PRODEHL,
Plainfield Methodist Church (house),24034,W,CHICAGO,ST,,,,Plainfield,IL,60544,4,400,"Residential, Other",1,,,,,,,,,,,,,,,,,,,,PLAINFIELD METHODIST CHURCH (HOUSE),,,
Community Christian Church & Sportsplex,24035,W,RIVERWALK,CT,,,,PLAINFIELD,IL,60544,1,131,"Church, mosque, synagogue,",2,,7,B,4,U,1,P,31,S,4,H,1,P,1,W,,Alarm Detection,630-844-6300,,COMMUNITY CHRISTIAN CHURCH & SPORTSPLEX,,ALARM DETECTION,
Northern Insurance,24036,W,LOCKPORT,ST,,,UNIT 100,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,0,R,6,U,N,N,,,,,N,N,,,Sally,Conklin,815-436-7979,,NORTHERN INSURANCE,SALLY,CONKLIN,
Crossroads Auto Spa,24037,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,,6,M,4,U,1,P,3,C,4,H,N,N,,,Roderick,Riesein,815-791-5466,,CROSSROADS AUTO SPA,RODERICK,RIESEIN,
Krema Coffee,24038,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,549,Specialty shop,2,1,7,B,6,U,N,N,,,,,N,N,,,Debra,Olson,815-405-7578,,KREMA COFFEE,DEBRA,OLSON,
Vacant (foot & Ankle Specialists),24039,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,1,7,B,6,U,N,N,,,,,N,N,,,Praveen,Vohra,815-558-7388,,VACANT (FOOT & ANKLE SPECIALISTS),PRAVEEN,VOHRA,
Former Northern Insurance,24040,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,7,B,6,U,1,P,1,S,4,H,N,N,,,Eric,Marsaglia,815-210-751,,FORMER NORTHERN INSURANCE,ERIC,MARSAGLIA,
Marie Angeline Boutique,24041,W,LOCKPORT,ST,,24041-24043 W. LOCKPORT STREET,,PLAINFIELD,IL,60544,5,529,"Textile, wearing apparel sa",1,1,7,B,6,U,1,P,1,S,4,H,N,N,,,Patrick,Mckeown,630-584-1870,,MARIE ANGELINE BOUTIQUE,PATRICK,MCKEOWN,
Wheatland Animal Hospital Of Naperville,24041,W,103RD,ST,,,,NAPERVILLE,IL,60564,3,342,"Doctor, dentist or oral sur",1,,2,C,6,U,1,P,1,S,4,H,N,N,,,Roger,Dupuis,630-357-1307,,WHEATLAND ANIMAL HOSPITAL OF NAPERVILLE,ROGER,DUPUIS,
Multi-tenant Building,24042,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,0,R,6,U,1,P,1,S,4,H,N,N,,,Heath,Wright,815-254-0091,,MULTI-TENANT BUILDING,HEATH,WRIGHT,Milette's Cakes: Fred 773-818-3800|Upland Design: Heath Wright 815-354-9119|Upland Design Additional Space:  
Best In Show Dog And Cat Grooming,24043,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Lori,Cooper,630-290-5949,,BEST IN SHOW DOG AND CAT GROOMING,LORI,COOPER,
Multi-tenant Business And Apartments,24043,W,OAK,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,,2,C,6,U,N,N,,,,,N,N,,,Jane,Leaman,815-436-6542,,MULTI-TENANT BUSINESS AND APARTMENTS,JANE,LEAMAN,"Certapro Painters Of Plainfield: Bruce Kurschner 630-742-5119|Vacant (former Austin Freight Systems):  |Vacant (former Dottie's Art Studio):  |Vacant (village Valet Cleaners, Inc.):  "
Prudential Advisors,24044,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,1,1,,,,,,,,,,,,,,,Mike,Kelly,815-351-0648,,PRUDENTIAL ADVISORS,MIKE,KELLY,
Vacant (former Art Cube Studios),24044,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",2,1,2,C,8,U,N,N,,,,,N,N,,,Mike Martin,"Randy Miller,",815-726-7311,,VACANT (FORMER ART CUBE STUDIOS),MIKE MARTIN,"RANDY MILLER,",
Lincoln Way Barbershop,24045,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,557,"Personal service, including",1,,,,,,,,,,,,,,,,Donald,Kinley,815-436-6466,,LINCOLN WAY BARBERSHOP,DONALD,KINLEY,
Be Of Good Ju Ju,24046,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,1,1,7,B,6,U,N,N,,,,,N,N,,,Ann Or Jerry,Taylor,815-496-3023,,BE OF GOOD JU JU,ANN OR JERRY,TAYLOR,
Park Place / Village Center Bldg,24047,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,,,,,,,,,,,,,,,Bill,Hadager,815-693-4527,,PARK PLACE / VILLAGE CENTER BLDG,BILL,HADAGER,"Air Intermodal, Inc.:  |Herman Lobb, Llc: Jacquelyn Finch 815-521-2808|Hopscotch & Vine: Michael Vaughn 630-732-5915|Hopscotch & Vine Banquet Room:  |Hopscotch & Vine Dining Room: Debby Book 630-946-7617|Metronet: Bill Habiger 815-773-2302|Mother Earth: Jason Villalobos 630-292-4777|Multi-tenant Suites: Jan Sowinski 630-416-1871|On The Road Again:  |Park Family Dental: Lisa Helgesan 815-342-0978|Park Family Dental Additional Space:  |Representative Mark Batinick:  |White Satin Bridal Shop:  "
State Farm Insurance - Rick Hakey,24048,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Rick,Haley,815-791-7774,,STATE FARM INSURANCE - RICK HAKEY,RICK,HALEY,
Domino's Pizza,2405,W,CATON FARM,RD,,,,CREST HILL,IL,60403,1,161,Restaurant or cafeteria,1,,0,R,0,U,,,,,,,,,,,Ray,Montez,630-783-0300,,DOMINO'S PIZZA,RAY,MONTEZ,
Bounce Up Inc. (home Bus),24050,W,CHAMPION,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Tim,Robertson,815-254-4204,,BOUNCE UP INC. (HOME BUS),TIM,ROBERTSON,
Plainfield Masonic Lodge building ,24050,W,LOCKPORT,ST,,,UNIT 200,PLAINFIELD,IL,60544,1,140,"Clubs, Other",1,,,,,,,,,,,,,,,,Michael,Rife,815-954-0901,,PLAINFIELD MASONIC LODGE,MICHAEL,RIFE,Simply Saucy:  |What's New? / Simply Saucy:  
Rent-a-carpenter (home Business),24057,W,PRIMROSE,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Paul,Arvanites,815-254-7748,,RENT-A-CARPENTER (HOME BUSINESS),PAUL,ARVANITES,
Safelite Auto Glass Center,2406,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,579,Motor vehicle or boat sales,1,,,,,,,,,,,,,,,,Auto Glass,Safelite/belron,614-210-9000,,SAFELITE AUTO GLASS CENTER,AUTO GLASS,SAFELITE/BELRON,
Word Whizzyrds (home Business),24067,W,PEAR TREE,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Daniel,Stafford,815-577-1618,,WORD WHIZZYRDS (HOME BUSINESS),DANIEL,STAFFORD,
Instant Replay,2409,W,PLAINFIELD,RD,,,,JOLIET,IL,60435,5,500,"Mercantile, business, Other",1,1,2,C,6,U,N,N,,,,,N,N,,,Frank,Deligianis,815-436-9382,,INSTANT REPLAY,FRANK,DELIGIANIS,
Champion Creek Park,24100,W,CHAMPION,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,CHAMPION CREEK PARK,,,
Ravago Americas,24100,W,143RD,ST,,REAR SECTION OF 14110 S. ROUTE 59,,PLAINFIELD,IL,60544,8,891,Warehouse,1,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Mike,Shearer,630-432-7604,,RAVAGO AMERICAS,MIKE,SHEARER,
Andreasen Travel building ,24103,W,LOCKPORT,ST,,,UNIT 101,PLAINFIELD,IL,60544,5,599,Business office,1,,1,T,8,U,N,N,,,,,N,N,,,Patricia,Andreasen,815-436-9406,,ANDREASEN TRAVEL,PATRICIA,ANDREASEN,Ctg Legacy Coin:  
Hazelcrest Apartments,24103,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Wine & Cheese By Tcc,24104,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,519,"Food and beverage sales, gr",1,,7,B,6,U,U,U,,,,,N,N,,,Anna,Tost,815-577-6119,,WINE & CHEESE BY TCC,ANNA,TOST,
Mora Restaurant,24108,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,,7,B,6,U,1,P,1,S,4,H,1,P,0,S,,,,,MORA RESTAURANT,,,
Klover & Co.,24110,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Tom & Nancy,Klover,815-744-6973,,KLOVER & CO.,TOM & NANCY,KLOVER,
Salon Giovanni,24110,W,CHICAGO,ST,,,SUITE 603,PLAINFIELD,IL,60544,5,557,"Personal service, including",2,,7,B,6,U,1,P,1,S,4,H,N,N,,,Giovanni,Rizzo,630-247-1723,,SALON GIOVANNI,GIOVANNI,RIZZO,
Hazelcrest Apartments,24111,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Wheatland Center Multi-tenant Bldg,24111,W,103RD,ST,,,,NAPERVILLE,IL,60564,5,500,"Mercantile, business, Other",1,,2,C,7,P,1,P,1,S,4,H,N,N,,,Don & Helen,Ramsbottom,630-420-9153,,WHEATLAND CENTER MULTI-TENANT BLDG,DON & HELEN,RAMSBOTTOM,Tall Grass Dental (wheatland Center): John Milgram 630-862-8777
Sunshine Services Cpa (wheatland Center),24113,W,103RD,ST,,,C,NAPERVILLE,IL,60564,3,340,"Clinics, doctors offices, h",1,,2,C,7,P,1,P,1,S,4,H,N,N,,,Sheetal,Prakash,630-922-8370,,SUNSHINE SERVICES CPA (WHEATLAND CENTER),SHEETAL,PRAKASH,
Southwest Insurance,24114,W,CHICAGO,ST,,,UNIT 605,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",2,,7,B,6,U,1,P,1,S,4,H,N,N,,,,,,,SOUTHWEST INSURANCE,,,
Hazelcrest Apartments,24115,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Symmetry Chiropractic (wheatland Center),24115,W,103RD,ST,,,SUITE A,NAPERVILLE,IL,60564,3,340,"Clinics, doctors offices, h",1,,2,C,7,P,1,P,1,S,4,H,N,N,,,Tim,Erickson,630-415-9118,,SYMMETRY CHIROPRACTIC (WHEATLAND CENTER),TIM,ERICKSON,
Vaughan Dance Academy,24116,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,121,"Ballroom, gymnasium",1,,0,R,8,U,N,N,,,,,N,N,,,Richard,Vaughan,815-436-6942,,VAUGHAN DANCE ACADEMY,RICHARD,VAUGHAN,
Enopi (wheatland Center),24117,W,103RD,ST,,,,NAPERVILLE,IL,60564,2,200,"Educational, Other",1,,2,C,7,P,1,P,1,S,4,H,N,N,,,Terri,Hubbard,815-782-8996,,ENOPI (WHEATLAND CENTER),TERRI,HUBBARD,
Village Flower Shop,24117,W,LOCKPORT,ST,,,UNIT 101,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Richard,Krahn,815-436-7877,,VILLAGE FLOWER SHOP,RICHARD,KRAHN,
"Plainfield Properties, Llc Building",24118,W,CHICAGO,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,,7,B,6,U,1,P,1,S,4,H,N,N,,,Bryan,Buss,815-254-2029,,"PLAINFIELD PROPERTIES, LLC BUILDING",BRYAN,BUSS,"Balanced Bodywork: Debra Olsen 815-436-7458|Barvian Realty: Tammy Barvian 815-483-9807|Plainfield Soccer Association: Plainfield Soccer Assoc. 815-439-7227|R&r Marketing:  |Riteway Electric: Brad King 815-254-9506|Surelife Insurance: Bernice Ellis 630-561-6240|Thrive Construction, Llc.:  "
Multi-tenant Building,24119,W,RIVERWALK,CT,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,William,Rogers,630-726-8100,,MULTI-TENANT BUILDING,WILLIAM,ROGERS,Life Touch Church: Gloria Eghan 630-362-2022|Orkin Pest Control: Jason Prible 815-210-2462|Raise The Barre: Bill Rogers 630-726-8100|Techpoint 1:  |Vacant (former John Deere Landscapes):  |Vacant (usa Docufinish): D & I Electronics 815-436-6003
Plainfield Central High School,24120,W,FORT BEGGS,DR,,,,PLAINFIELD,IL,60544,2,215,High school/junior high sch,2,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Bob,Smith,815-436-9424,,PLAINFIELD CENTRAL HIGH SCHOOL,BOB,SMITH,
Hazelcrest Apartments,24123,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Sisterhood Wellness & Family Counseling,24123,W,LOCKPORT,ST,,,1ST FLOOR,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,2,C,8,U,1,P,1,S,4,H,N,N,,,Cynthia,Cooper,815-685-2853,,SISTERHOOD WELLNESS & FAMILY COUNSELING,CYNTHIA,COOPER,
Kelly Park,24125,W,PARKSIDE,DR,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,KELLY PARK,,,
Southgate Center,24125,W,111TH,ST,,,,NAPERVILLE,IL,60564,5,579,Motor vehicle or boat sales,1,,,,,,,,,,,,,,,,Kevin,Courtney,630-728-5184,,SOUTHGATE CENTER,KEVIN,COURTNEY,Service King: Florencio Gutierrez 630-336-7238|Sparks Complete Car Care:  |The Tea House: Dan Robertson 630-961-5733
Lakeside Vending Inc. (home Business),24126,W,SIMO,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Martin/patricia,Owens,815-577-6255,,LAKESIDE VENDING INC. (HOME BUSINESS),MARTIN/PATRICIA,OWENS,
Hazelcrest Apartments,24127,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Franco Of Florence,2413,W,PLAINFIELD,RD,,,,JOLIET,IL,60435,5,557,"Personal service, including",1,,,,,,,,,,,,,,,,Fabio,Franchi,815-439-3632,,FRANCO OF FLORENCE,FABIO,FRANCHI,
Multi-tenant Building,2413,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Richard,Jungle,815-370-0932,,MULTI-TENANT BUILDING,RICHARD,JUNGLE,Instinctive Touch Therapeutic Massage: Richard Jungels 815-725-3417|Mcdonald's Carpet & Upholstery Cleaning: Brent Klapperich 414-975-1734|Storage Owner: Susan Abughazaleh 815-690-8299
At&t,24130,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,6,639,Communications center,1,1,7,B,1,F,1,P,1,S,4,H,1,P,1,W,Michael,Decesari,309-681-2626,,AT&T,MICHAEL,DECESARI,
Peterson Manufacturing,24133,W,143RD,ST,,,,Plainfield,IL,60544,7,700,"Manufacturing, processing",1,,,,,,,,,,,,,,,,Pat,Krebs,815-436-6187,,PETERSON MANUFACTURING,PAT,KREBS,
Giambotta Pizza Company,24136,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,2,1,2,C,8,U,1,P,5,M,4,H,N,N,,,Tom,Burke,630-341-1706,,GIAMBOTTA PIZZA COMPANY,TOM,BURKE,
"Lakeland Homes, Inc. (model Home)",24136,W,APPLE CREEK,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Dennis,Platt,847-489-9460,,"LAKELAND HOMES, INC. (MODEL HOME)",DENNIS,PLATT,
Multi-tenant Building,24137,W,111TH,ST,,,,NAPERVILLE,IL,60564,5,500,"Mercantile, business, Other",1,,7,B,4,U,N,N,,,,,N,N,,,Dennis,Martin,815-693-6596,,MULTI-TENANT BUILDING,DENNIS,MARTIN,"Chicagoland Home Staging: Margaret Gehr 815-530-3566|Ipp - Inlet & Pipe Protection, Inc.: James Ringenbach 630-922-9662|Marble & Granite City: Melissa Haney 815-717-8467|Midwest Underground Technology Inc.: Colin Demarlie 309-738-6307|Redline Coatings: Lenny Kazlauskas 815-546-2641|South Naperville Strength: Dennis Martin 630-693-6596|Storm Guard Exterior Restoration: Beata Mccann 630-533-1030"
Apartment Building,24138,W,MAIN,ST,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,8,U,1,P,1,S,1,B,N,N,,,,,,,APARTMENT BUILDING,,,
Lakeland Homes Inc. (model Home),24138,W,APPLE CREEK,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Jim,Bremer,847-812-6140,,LAKELAND HOMES INC. (MODEL HOME),JIM,BREMER,
Ivy Nicole Natural Remedies,24140,W,LOCKPORT,ST,,,UNIT 100,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",2,1,2,C,8,U,N,N,,,,,N,N,,,Nicole,Cavalea,708-707-6317,,IVY NICOLE NATURAL REMEDIES,NICOLE,CAVALEA,
Village Green Park,24151,W,CHICAGO,ST,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,VILLAGE GREEN PARK,,,
Stop 30,2416,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,511,Convenience store,1,,6,M,4,U,N,N,,,,,N,N,,,Muhammed,Shamse,815-341-1844,,STOP 30,MUHAMMED,SHAMSE,
A&a Tech Transmission,2417,W,PLAINFIELD,RD,,,,CREST HILL,IL,60435,5,579,Motor vehicle or boat sales,1,,2,C,8,U,N,N,,,,,N,N,,,,,,,A&A TECH TRANSMISSION,,,
A & A Tech Transmission,2419,W,PLAINFIELD,RD,,,,JOLIET,IL,60435,5,579,Motor vehicle or boat sales,1,,,,,,,,,,,,,,,,,,,,A & A TECH TRANSMISSION,,,
Rockdale Controls,2419,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Pete,Gavankar,815-725-9064,,ROCKDALE CONTROLS,PETE,GAvANKAR,
Speedway Gas Station #7421,2420,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,571,"Service station, gas statio",1,,7,B,6,U,,,,,,,,,,,Thomas,Climer,815-600-5924,,SPEEDWAY GAS STATION #7421,THOMAS,CLIMER,
Hazelcrest Apartments,24201,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
W Financial Services,24201,W,MAIN,ST,,,,Plainfield,IL,60544,5,599,Business office,2,,2,C,8,U,N,N,,,,,N,N,,,Jessica,Wachal,708-218-7285,,W FINANCIAL SERVICES,JESSICA,WACHAL,
Plainfield Family Dental Center,24204,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,1,2,C,6,U,1,P,1,S,4,H,N,N,,,Peter,Pullara,815-634-3006,,PLAINFIELD FAMILY DENTAL CENTER,PETER,PULLARA,
Hazelcrest Apartments,24205,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,Shane,Muha,312-316-0067,,HAZELCREST APARTMENTS,Shane,Muha,
Sovereign Restaurant,24205,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,2,1,2,C,8,U,1,P,5,M,4,H,N,N,,,Jessica,Watson,630-201-5200,,SOVEREIGN RESTAURANT,JESSICA,WATSON,
Hazelcrest Apartments,24209,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Dna Athletics (future Bldg),24210,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,549,Specialty shop,1,1,2,C,8,U,1,P,5,M,4,H,1,P,1,W,,,,,DNA ATHLETICS (FUTURE BLDG),,,
Ravago Americas,24210,W,143RD,ST,,,,Plainfield,IL,60544,8,891,Warehouse,2,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,Entec Polymers Llc,407-875-9595,,RAVAGO AMERICAS,,ENTEC POLYMERS LLC,
Com Ed (143rd),24211,W,143RD,ST,,,,Plainfield,IL,60544,9,900,Outside or special property,,,,,,,,,,,,,,,,,,,,,COM ED (143RD),,,
Easter Seals Group Home,24212,W,APPLE TREE,LN,,,,PLAINFIELD,IL,60585,4,459,Residential board and care,1,1,2,C,8,U,1,P,31,S,4,H,1,P,1,W,Joliet Region,Easter Seals,815-725-2194,,EASTER SEALS GROUP HOME,JOLIET REGION,EASTER SEALS,
Hazelcrest Apartments,24213,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Remax Ultimate Professionals,24215,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,1,P,5,M,4,H,1,P,1,W,,,,,REMAX ULTIMATE PROFESSIONALS,,,
The Trolly Barn Building Multi-tenant,24216,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,9,R,6,U,U,U,,,,,U,U,,,Michael,Lynch,630-717-5398,,THE TROLLY BARN BUILDING MULTI-TENANT,MICHAEL,LYNCH,Sheffield Safety:  |The Sanctuary:  |Vacant (former Devin's Hall Of Fame):  
Hazelcrest Apartments,24217,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Hazelcrest Apartments,24221,W,HAZELCREST,DR,,,,PLAINFIELD,IL,60544,4,429,Multifamily dwelling,2,1,2,C,6,U,N,N,,,,,N,N,,,,,,,HAZELCREST APARTMENTS,,,
Dive Right In Scuba,24222,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,1,,0,R,6,U,N,N,,,,,N,N,,,Rod,Pedersen,630-531-5886,,DIVE RIGHT IN SCUBA,ROD,PEDERSEN,
"Pasquinelli, Inc. (model Home)",24223,W,WALNUT,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,George,Darrus,815-436-5139,,"PASQUINELLI, INC. (MODEL HOME)",GEORGE,DARRUS,
Multi-use Bldg Business & Residential,24228,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,Larry,Kachel,815-341-9891,,MULTI-USE BLDG BUSINESS & RESIDENTIAL,LARRY,KACHEL,Suburban Dental Specialists Llc: Fuwad Al-sabek 630-971-9572
E&s Auto Sales,2423,W,PLAINFIELD,RD,,,,JOLIET,IL,60435,5,579,Motor vehicle or boat sales,1,,,,,,N,N,,,,,N,N,,,Tariq,Khan,312-485-3333,,E&S AUTO SALES,TARIQ,KHAN,
Cell Tower,2424,W,CATON FARM,RD,,,,JOLIET,IL,60435,6,640,Utility or Distribution sys,1,,7,B,4,U,N,N,,,,,N,N,,,Erick,Jenkins,630-487-9977,,CELL TOWER,ERICK,JENKINS,
Crescent Center,2424,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,500,"Mercantile, business, Other",1,,7,B,4,U,,,,,,,,,,,Shafique,Kahn,847-275-7787,,CRESCENT CENTER,SHAFIQUE,KAHN,
Crystal Lawns Church Of The Nazarene,2424,,CATON FARM,RD,,,,JOLIET,IL,60435,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,,,,,CRYSTAL LAWNS CHURCH OF THE NAZARENE,,,
Multi-tenant Building,2425,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,MULTI-TENANT BUILDING,,,
"Window Pros, Inc.",2425,S,VON ESCH,RD,,,UNIT C,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Jeff,Heck,815-482-0353,,"WINDOW PROS, INC.",JEFF,HECK,
Oak Leaf Community Mortgage,24252,W,MAIN,ST,,,SUITE 100,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,Tim,Shaw,815-693-8883,,OAK LEAF COMMUNITY MORTGAGE,TIM,SHAW,
Multi-tenant - 2 Buildings - 6 Units,2429,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,6,M,8,U,N,N,,,,,N,N,,,Sid,Bick,815-685-1492,,MULTI-TENANT - 2 BUILDINGS - 6 UNITS,SID,BICK,"Clear View:  |Personal Storage For Bob Waldoch, Jr.: Bob Waldoch, Jr. 815-274-0289|Personal Storage For Ken Buczkiewicz: Ken Buczkiewicz 217-313-7606|Storage Space For Underground Imaging: Charles Somach 815-254-8200"
French Quarter (multi Tenant),2430,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,500,"Mercantile, business, Other",2,,2,C,6,U,N,N,,,,,N,N,,,Jessie,,815-735-1981,,FRENCH QUARTER (MULTI TENANT),Jessie,,"7 Day Spa: Hai Xia Cao 847-315-0668|Cache International: Gary Marcolina 815-483-4653|Crest Hill Clinic, Ltd.: Patrick Balsier 312-296-2577|Hair Salon:  |Lennon Counseling Services: Daniel Lennon 815-725-1629|Making Waves Salon: Patty Blackburn 815-690-0969|Vacant (dr. James R. Stasko, D.d.s.):  |Vacant (former After Care Home Health): Lawrence Beaners 815-608-7803|Vacant (tri-river Police Training):  "
