occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last
Tamarack Medical Building,24024,W,BRANCASTER,DR,,,,NAPERVILLE,IL,60564,3,340,"Clinics, doctors offices, h",1,0,2,C,8,U,1,P,1,S,4,H,N,N,,,Mark,Spangler,630-993-9271,,TAMARACK MEDICAL BUILDING,MARK,SPANGLER
Tangerine Electric,15507,S,RT 59,,,,SUITE 4B,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,6,U,1,P,31,S,4,H,N,N,,,Sam,Olivo,331-702-1330,,TANGERINE ELECTRIC,SAM,OLIVO
Target #1403,12800,S,RT 59,,,,,PLAINFIELD,IL,60585,5,581,Department or discount stor,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Ryan,Pitz,630-880-7099,,TARGET #1403,RYAN,PITZ
Taste Of China,13530,S,RT 59,,,,UNIT 112,PLAINFIELD,IL,60544,5,519,"Food and beverage sales, gr",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Xiu,Du,312-532-0613,,TASTE OF CHINA,XIU,DU
Tcf Bank,13460,S,RT 59,,,,,PLAINFIELD,IL,60585,5,592,Bank,1,0,,,,,,,,,,,,,,,Dan,Stewart,630-553-0617,,TCF BANK,DAN,STEWART
"Team Illinois Cheerleading, Inc.",24317,W,143RD,ST,,,UNITS 109-111,PLAINFIELD,IL,60544,2,200,"Educational, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Linda,Sack,815-436-2269,,"TEAM ILLINOIS CHEERLEADING, INC.",LINDA,SACK
Team Up Products,12407,S,RHEA,DR,,,UNIT 103,PLAINFIELD,IL,60585,5,599,Business office,2,0,6,M,4,U,1,P,1,S,4,H,N,N,,,Tom,Govern,815-254-4649,,TEAM UP PRODUCTS,TOM,GOVERN
"Techni - Kolor Plus, Inc.",23855,,AERO,CT,,,UNIT B,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,4,U,N,N,,,,,N,N,,,Derek,Bauer,815-998-2517,,"TECHNI - KOLOR PLUS, INC.",DEREK,BAUER
Techpoint 1,24119,W,RIVERWALK,CT,,,UNIT 135,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,TECHPOINT 1,,
Tee Time Lawn Care,23736,W,119TH,ST,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,TEE TIME LAWN CARE,,
Ten Drops Coffee,14903,S,CENTER,ST,,,SUITE 104,Plainfield,IL,60544,1,141,Athletic/health club,1,0,0,R,6,U,1,P,4,S,4,H,1,P,1,W,,,,,TEN DROPS COFFEE,,
Tenant - Private/personal Storage,12006,S,SPAULDING SCHOOL,DR,,,UNIT 101,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,8,U,N,N,,,,,N,N,,,,,,,TENANT - PRIVATE/PERSONAL STORAGE,,
Tenant - Private/personal Storage,12006,S,SPAULDING SCHOOL,DR,,,UNIT 103,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,8,U,N,N,,,,,N,N,,,Donald &,Picha,815-436-2980,,TENANT - PRIVATE/PERSONAL STORAGE,DONALD &,PICHA
"Teska Associates, Inc.",24103,W,LOCKPORT,ST,,,UNIT 107,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,1,T,8,U,N,N,,,,,N,N,,,Michael,Hoffman,815-557-4306,,"TESKA ASSOCIATES, INC.",MICHAEL,HOFFMAN
Tha Green Screen,12337,S,RT 59,,,,UNIT 133,PLAINFIELD,IL,60585,5,519,"Food and beverage sales, gr",1,0,7,B,4,U,1,P,1,S,4,H,1,P,1,W,,,,,THA GREEN SCREEN,,
The Baseball Card King,16030,S,LINCOLN,HWY,,,UNIT 108,Plainfield,IL,60586,5,549,Specialty shop,2,1,2,C,8,U,N,N,,,,,N,N,,,Brian,Jadzak,630-664-6580,,THE BASEBALL CARD KING,BRIAN,JADZAK
The Children's Courtyard,24860,W,127TH,ST,,,,PLAINFIELD,IL,60585,2,254,"Day care, in commercial pro",1,0,2,C,8,U,1,P,5,M,4,H,1,P,1,W,,The Childrens Courtyard,248-697-9000,,THE CHILDREN'S COURTYARD,,THE CHILDRENS COURTYARD
The Cleaning Authority,12137,S,RHEA,DR,,,UNIT A,PLAINFIELD,IL,60585,5,569,"Professional supplies, serv",1,0,7,B,4,U,N,N,,,,,N,N,,,,,,,THE CLEANING AUTHORITY,,
The Constable Tattoo Parlor,16122,S,RT 59,,,,UNIT 104,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Kyle,Berg,630-272-8177,,THE CONSTABLE TATTOO PARLOR,KYLE,BERG
The Crate Escape Dog Daycare & Boarding,23901,W,INDUSTRIAL,DR,N,,,PLAINFIELD,IL,60585,5,559,"Recreational, hobby, home r",1,0,7,B,4,U,1,P,31,S,4,H,N,N,,,,,,,THE CRATE ESCAPE DOG DAYCARE & BOARDING,,
The Edge Hair Salon,13717,S,RT 30,,,,UNIT 111 A,PLAINFIELD,IL,60544,5,557,"Personal service, including",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,,Dayfield Properties,630-675-7399,,THE EDGE HAIR SALON,,DAYFIELD PROPERTIES
The Edge Sports Performance Academy,12401,S,INDUSTRIAL,DR,E,,,Plainfield,IL,60544,5,557,"Personal service, including",1,0,0,R,0,U,1,P,3,C,4,H,N,N,,,Mike,Knapczyk,815-436-2955,,THE EDGE SPORTS PERFORMANCE ACADEMY,MIKE,KNAPCZYK
The Farmhouse,12729,S,NAPERVILLE,RD,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,0,R,6,U,1,P,5,M,4,H,1,P,1,W,Cynthia,Payne,610-883-2959,,THE FARMHOUSE,CYNTHIA,PAYNE
The Loft Hair Salon,24008,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,557,"Personal service, including",1,1,2,C,8,U,N,N,,,,,N,N,,,Karen,Mena,773-344-1860,,THE LOFT HAIR SALON,KAREN,MENA
The Loose Tooth Pediatric Dentistry,15041,S,VAN DYKE,RD,,,SUITE 105,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,8,U,,,,,,,,,,,Rhiannon,Holcombe,312-450-4595,,THE LOOSE TOOTH PEDIATRIC DENTISTRY,RHIANNON,HOLCOMBE
The Maids Of The Southwest Suburbs,23855,W,ANDREW,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,6,M,6,U,N,N,,,,,N,N,,,Robert,Mikols,630-357-1774,,THE MAIDS OF THE SOUTHWEST SUBURBS,ROBERT,MIKOLS
The Music And Dance Studio,16108,S,RT 59,,,,SUITE 200,PLAINFIELD,IL,60586,1,121,"Ballroom, gymnasium",2,1,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,THE MUSIC AND DANCE STUDIO,,
"The Plainfield Inn, Bed & Breakfast",15106,S,FOX RIVER,ST,,,,PLAINFIELD,IL,60544,4,439,"Boarding/rooming house, res",2,1,2,C,8,U,1,P,1,S,4,H,N,N,,,,,,,"THE PLAINFIELD INN, BED & BREAKFAST",,
The Ponds Park,13021,S,DENISE,ST,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,THE PONDS PARK,,
The Reserve Park,14045,S,HUNT CLUB,LN,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,THE RESERVE PARK,,
The Sanctuary,24216,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,0,R,6,U,U,U,,,,,U,U,,,,,,,THE SANCTUARY,,
The Shops Of Dayfield,14210,S,RT 30,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,Mertonas Real Properties,815-436-9410,,THE SHOPS OF DAYFIELD,,MERTONAS REAL PROPERTIES
The Streams Recreation Center Park Dist,24319,W,CEDAR CREEK,LN,,,,PLAINFIELD,IL,60586,1,120,"Variable-use amusement, rec",1,1,0,R,4,U,1,P,31,S,4,H,N,N,,,,Plainfield Park Dist.,815-436-8812,,THE STREAMS RECREATION CENTER PARK DIST,,PLAINFIELD PARK DIST.
The Tap House,24402,W,LOCKPORT,ST,,,SUITE 126-130,PLAINFIELD,IL,60544,1,160,"Eating, drinking places, ot",2,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Mark,Zych,847-757-3086,,THE TAP HOUSE,MARK,ZYCH
The Tattoo Warehouse,16020,S,LINCOLN,HWY,,,UNIT 102,Plainfield,IL,60586,5,557,"Personal service, including",2,0,0,R,8,U,N,N,,,,,N,N,,,Charles,Barga,815-955-9499,,THE TATTOO WAREHOUSE,CHARLES,BARGA
The Tawny Tortoise,24012,W,LOCKPORT,ST,,,1ST & 2ND FLOOR,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,2,C,6,U,N,N,,,,,N,N,,,Mary Alice,Lambert,815-436-5119,,THE TAWNY TORTOISE,MARY ALICE,LAMBERT
The Tea House,24125,W,111TH,ST,,,UNIT 400,NAPERVILLE,IL,60564,5,519,"Food and beverage sales, gr",2,0,7,B,6,U,1,P,31,S,4,H,N,N,,,Dan,Robertson,630-961-5733,,THE TEA HOUSE,DAN,ROBERTSON
The Trolly Barn Building Multi-tenant,24216,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,9,R,6,U,U,U,,,,,U,U,,,Michael,Lynch,630-717-5398,,THE TROLLY BARN BUILDING MULTI-TENANT,MICHAEL,LYNCH
The Ups Store,13400,S,RT 59,,,,UNIT 116,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,3,P,1,P,3,C,4,H,1,P,1,W,Peter,Cozzoni,630-892-0587,,THE UPS STORE,PETER,COZZONI
The Wandering Dragon Game Shoppe,15032,S,DESPLAINES,ST,,,,Plainfield,IL,60544,1,144,"Casino, gambling clubs",1,0,7,B,4,U,1,P,31,S,4,H,N,N,,,Kevin,Martin,815-603-3683,,THE WANDERING DRAGON GAME SHOPPE,KEVIN,MARTIN
Therapy Solutions Plus,13242,S,RT 59,,,,204 BLDG B,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",3,0,2,C,5,P,,,,,,,,,,,Janette,Gumabong,815-342-4047,,THERAPY SOLUTIONS PLUS,JANETTE,GUMABONG
Thornton's Gas & Food Mart,15800,S,RT 59,,,,,Plainfield,IL,60586,5,571,"Service station, gas statio",1,0,7,B,6,U,N,N,,,,,N,N,,,,Corporate Hq,800-928-8022,,THORNTON'S GAS & FOOD MART,,CORPORATE HQ
Three Rivers Church,23901,W,ROLF,RD,,,,PLAINFIELD,IL,60586,1,131,"Church, mosque, synagogue,",1,0,2,C,8,U,,,,,,,,,,,,,,,THREE RIVERS CHURCH,,
"Thrive Construction, Llc.",24118,W,CHICAGO,ST,,,SUITE 200,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",2,0,7,B,6,U,1,P,1,S,4,H,N,N,,,,,,,"THRIVE CONSTRUCTION, LLC.",,
Tire Repair Shop,15924,S,LINCOLN,HWY,,,,Plainfield,IL,60544,5,571,"Service station, gas statio",1,0,9,R,8,U,N,N,,,,,N,N,,,Jim,Kral,815-237-2343,,TIRE REPAIR SHOP,JIM,KRAL
Tischler's Market And Deli,15412,S,RT 59,,,,110,PLAINFIELD,IL,60544,5,519,"Food and beverage sales, gr",1,0,7,B,4,U,N,N,,,,,N,N,,,Rick,Tischler,708-557-6630,,TISCHLER'S MARKET AND DELI,RICK,TISCHLER
Tischler's Market And Deli Addtl Space,15412,S,RT 59,,,,112,Plainfield,IL,60544,5,557,"Personal service, including",1,0,7,B,4,U,N,N,,,,,N,N,,,,,,,TISCHLER'S MARKET AND DELI ADDTL SPACE,,
Title Max,12443,S,RT 59,,,,UNIT 101,PLAINFIELD,IL,60585,5,599,Business office,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,Tmx Financial,800-804-5368,,TITLE MAX,,TMX FINANCIAL
"Tmz Metal Fabricating, Inc.",23807,W,ANDREW,RD,,,UNIT C,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",2,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Timothy,Putlak,630-802-6857,,"TMZ METAL FABRICATING, INC.",TIMOTHY,PUTLAK
Todd's Body Shop,16220,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,1,0,0,R,4,U,1,P,2,H,4,H,N,N,,,Todd,Dralle,815-729-9656,,TODD'S BODY SHOP,TODD,DRALLE
Tom's Complete Home Repair (home Bus),2431,S,TEAL,CT,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Thomas,Howard,815-254-7929,,TOM'S COMPLETE HOME REPAIR (HOME BUS),THOMAS,HOWARD
Top Cut Gaming,15420,S,RT 59,,,,120,PLAINFIELD,IL,60544,5,549,Specialty shop,1,0,7,B,4,U,N,N,,,,,N,N,,,James,Ballard,708-334-8969,,TOP CUT GAMING,JAMES,BALLARD
Top Notch Remodeling,12040,S,AERO,DR,,,12,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,Chris,Bajorek,630-362-8558,,TOP NOTCH REMODELING,CHRIS,BAJOREK
Top Reviews Salon,24004,W,LOCKPORT,ST,,,SUITE 106,PLAINFIELD,IL,60544,5,557,"Personal service, including",1,0,0,R,6,U,N,N,,,,,N,N,,,Jay,Villiaros,815-651-6580,,TOP REVIEWS SALON,JAY,VILLIAROS
Tortilla Flatz  Restaurant,13717,S,RT 30,,,,UNIT 127,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,11,S,4,H,N,N,,,Nora,Campos,815-713-9560,,TORTILLA FLATZ  RESTAURANT,NORA,CAMPOS
Trandel Insurance Agency,20420,W,RIVERWALK,CT,,,SUITE 122,PLAINFIELD,IL,60544,5,599,Business office,1,0,2,C,6,U,1,P,1,S,4,H,1,P,12,W,Paul,Trandol,815-439-1500,,TRANDEL INSURANCE AGENCY,PAUL,TRANDOL
"Tranquility Massage & Bodywork, Inc.",14722,S,NAPERVILLE,RD,,,UNIT 106,PLAINFIELD,IL,60544,5,599,Business office,1,0,2,C,6,U,1,P,1,S,4,H,N,N,,,Laura,Donahue,815-671-1076,,"TRANQUILITY MASSAGE & BODYWORK, INC.",LAURA,DONAHUE
Transportation Solutions / Faser Auto,23855,,AERO,CT,,,UNIT A,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,0,6,M,4,U,N,N,,,,,N,N,,,Mike,Dugo,630-918-9813,,TRANSPORTATION SOLUTIONS / FASER AUTO,MIKE,DUGO
"Tri Angle Environmental, Inc.",12033,S,SPAULDING SCHOOL,DR,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,4,U,1,P,31,S,4,H,N,N,,,Gary,Maciejewski,815-791-4242,,"TRI ANGLE ENVIRONMENTAL, INC.",GARY,MACIEJEWSKI
"Tribeca Marble & Granite, Inc.",16114,S,RT 59,,,,UNIT 102,Plainfield,IL,60586,5,549,Specialty shop,1,1,7,B,3,P,1,P,1,S,4,H,1,P,1,W,Jim,Trabold,224-588-2672,,"TRIBECA MARBLE & GRANITE, INC.",JIM,TRABOLD
Trillium Driver Solutions,24012,W,MAIN,ST,,,UNIT 104,PLAINFIELD,IL,60544,5,599,Business office,1,1,2,C,8,U,1,P,31,S,4,H,N,N,,,Rene,Poch,630-742-9243,,TRILLIUM DRIVER SOLUTIONS,RENE,POCH
"Trillium Driver Solutions, Extra Space",24012,W,MAIN,ST,,,UNIT 106,PLAINFIELD,IL,60544,5,599,Business office,1,1,2,C,8,U,1,P,31,S,4,H,N,N,,,Daniel,Callahan,312-531-8951,,"TRILLIUM DRIVER SOLUTIONS, EXTRA SPACE",DANIEL,CALLAHAN
Trinity Services Group Home,16830,S,GAYLORD,RD,,,,CREST HILL,IL,60403,4,459,Residential board and care,1,0,2,C,8,U,1,P,31,S,4,H,N,N,,,,Trinity Services,815-485-6197,,TRINITY SERVICES GROUP HOME,,TRINITY SERVICES
Trinity Services Group Home,2522,,GOLFVIEW,DR,,,,JOLIET,IL,60435,4,459,Residential board and care,1,0,,,,,,,,,,,,,,,,Trinity Service Inc.,815-485-6197,,TRINITY SERVICES GROUP HOME,,TRINITY SERVICE INC.
Trinity Services Grp Hm - City Of Joliet,3300,S,ESSINGTON,RD,,,,JOLIET,IL,60435,4,459,Residential board and care,1,1,2,C,6,U,1,P,31,S,4,H,N,N,,,Holly,Janczak,815-485-6197,,TRINITY SERVICES GRP HM - CITY OF JOLIET,HOLLY,JANCZAK
True Green,14405,S,RT 59,,,,,Plainfield,IL,60544,5,569,"Professional supplies, serv",1,0,0,R,6,U,1,P,5,M,4,H,1,P,1,W,Rick,Pearson,630-675-5458,,TRUE GREEN,RICK,PEARSON
"Ts Motorsports, Inc.",2401,S,VON ESCH,RD,,,UNIT B,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,1,0,,,,,N,N,,,,,N,N,,,,,,,"TS MOTORSPORTS, INC.",,
Tuckaway Tavern (annexed To Joliet),2545,W,PLAINFIELD,RD,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,0,0,,,,,,,,,,,,,,,,,,,TUCKAWAY TAVERN (ANNEXED TO JOLIET),,
Tuffy Auto Service,23846,W,135TH,ST,,,,Plainfield,IL,60585,5,571,"Service station, gas statio",1,0,7,B,4,U,1,P,5,M,4,H,N,N,,,Sam,Hejja,815-915-0040,,TUFFY AUTO SERVICE,SAM,HEJJA
Tutoring Club,13530,S,RT 59,,,,UNIT 108,PLAINFIELD,IL,60544,5,557,"Personal service, including",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Gabriel,Rivera,815-710-1820,,TUTORING CLUB,GABRIEL,RIVERA
Twist Yoga Lounge,12337,S,RT 59,,,,UNIT 141,PLAINFIELD,IL,60585,5,519,"Food and beverage sales, gr",1,0,7,B,3,P,1,P,1,S,4,H,1,P,1,W,Theresa,Wilson,331-330-5099,,TWIST YOGA LOUNGE,THERESA,WILSON
Twm Holding Inc.,13550,S,RT 30,,,,SUITE LL 100,PLAINFIELD,IL,60544,5,599,Business office,3,1,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Nelson,Owusu,312-533-0995,,TWM HOLDING INC.,NELSON,OWUSU
Two Men And A Truck,12002,S,SPAULDING SCHOOL,DR,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,N,N,,,,,N,N,,,Ronald,Sebby,630-803-5201,,TWO MEN AND A TRUCK,RONALD,SEBBY
U Massage,15420,S,RT 59,,,,114,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,4,U,N,N,,,,,N,N,,,Yang,Yuan,630-631-3861,,U MASSAGE,YANG,YUAN
U S Marines Recruiting Center,16122,S,RT 59,,,,UNIT 110,PLAINFIELD,IL,60586,5,599,Business office,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,U S MARINES RECRUITING CENTER,,
U-haul,11238,S,RT 59,,,,,NAPERVILLE,IL,60564,8,899,Residential or self-storage,1,0,0,R,4,U,1,P,3,C,4,H,N,N,,,Angela,Farley,630-465-1880,,U-HAUL,ANGELA,FARLEY
Ubreakifix,13511,S,RT 59,,,,UNIT 107,PLAINFIELD,IL,60544,5,539,"Household goods, sales, rep",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,UBREAKIFIX,,
"Ultimate Machining & Engineering, Inc.",14015,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60544,7,700,"Manufacturing, processing",1,0,0,R,0,U,1,P,4,S,4,H,1,P,1,W,John,Kulczuga,847-303-1873,,"ULTIMATE MACHINING & ENGINEERING, INC.",JOHN,KULCZUGA
Unique Boutique On Wheels,14903,S,CENTER,ST,,SW CORNER FRONT OFFICE AREA,SW CORNER,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,0,R,6,U,U,U,,,,,U,U,,,,,,,UNIQUE BOUTIQUE ON WHEELS,,
Univar,13915,W,RT 30,,,,,Plainfield,IL,60544,7,700,"Manufacturing, processing",1,0,0,R,4,U,1,P,1,S,4,H,1,P,1,W,Michael,Carey,630-461-3411,,UNIVAR,MICHAEL,CAREY
Upland Design,24042,W,LOCKPORT,ST,,,SUITE 200,PLAINFIELD,IL,60544,5,599,Business office,2,1,7,B,6,U,1,P,1,S,4,H,N,N,,,Heath,Wright,815-354-9119,,UPLAND DESIGN,HEATH,WRIGHT
Upland Design Additional Space,24042,W,LOCKPORT,ST,,,SUITE 202,PLAINFIELD,IL,60544,5,599,Business office,2,1,7,B,6,U,1,P,31,S,4,H,N,N,,,,,,,UPLAND DESIGN ADDITIONAL SPACE,,
Uptown Tap,24035,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,162,Bar or nightclub,1,1,7,B,6,U,1,P,31,S,4,H,N,N,,,Steve,Gruben,815-436-1845,,UPTOWN TAP,STEVE,GRUBEN
Us Bank,12690,S,RT 59,,,,,PLAINFIELD,IL,60585,5,592,Bank,1,0,7,B,3,P,1,P,5,M,4,H,1,P,1,W,Stephanie,Zanayed,630-518-0240,,US BANK,STEPHANIE,ZANAYED
Us Bank Inside Meijer,13521,S,RT 59,,,,,PLAINFIELD,IL,60544,5,592,Bank,1,0,7,B,3,P,1,P,5,M,4,H,1,P,1,W,,,,,US BANK INSIDE MEIJER,,
Vacant,11932,S,SPAULDING SCHOOL,DR,,,UNIT 2,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VACANT,,
Vacant,11932,S,SPAULDING SCHOOL,DR,,,UNIT 3,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VACANT,,
Vacant,12002,S,SPAULDING SCHOOL,DR,,,,PLAINFIELD,IL,60585,5,599,Business office,1,0,7,B,4,U,N,N,,,,,N,N,,,,,,,VACANT,,
Vacant,12337,S,RT 59,,,,UNIT 131,PLAINFIELD,IL,60585,5,557,"Personal service, including",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,VACANT,,
Vacant,12407,S,RHEA,DR,,,UNITS 104-105,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,4,U,,,,,,,,,,,,,,,VACANT,,
Vacant,13242,S,RT 59,,,,104  BLDG B,PLAINFIELD,IL,60585,2,200,"Educational, Other",3,0,2,C,5,P,,,,,,,,,,,Scott,Hendrickson,630-510-7629,,VACANT,SCOTT,HENDRICKSON
Vacant,13246,S,RT 59,,,,204 BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,,,,,VACANT,,
Vacant,13246,S,RT 59,,,,228 BLDG A,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,1,2,C,5,P,1,P,5,M,4,H,,,,,,,,,VACANT,,
Vacant,13250,S,RT 59,,,,200 BLDG C,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,1,2,C,6,U,,,,,,,,,,,,,,,VACANT,,
Vacant,13250,S,RT 59,,,,202 BLDG C,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,1,2,C,6,U,,,,,,,,,,,,,,,VACANT,,
Vacant,13250,S,RT 59,,,,204 BLDG C,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,1,2,C,6,U,,,,,,,,,,,,,,,VACANT,,
Vacant,13530,S,RT 59,,,,UNIT 110,PLAINFIELD,IL,60544,1,121,"Ballroom, gymnasium",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,Sjp Development,630-904-6200,,Vacant,,SJP DEVELOPMENT
Vacant,14955,S,VAN DYKE,RD,,,UNIT 200,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,6,U,1,P,5,M,4,H,1,P,1,W,,,,,VACANT,,
Vacant,15515,S,RT 59,,,,UNIT 109,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,6,U,N,N,,,,,N,N,,,,,,,VACANT,,
Vacant,16122,S,RT 59,,,,UNIT 108,PLAINFIELD,IL,60586,1,131,"Church, mosque, synagogue,",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Tanver,Iqbal,630-290-0857,,VACANT,TANVER,IQBAL
Vacant,23808,W,ANDREW,RD,,,UNIT 3,PLAINFIELD,IL,60585,5,599,Business office,2,0,7,B,4,U,1,P,31,S,4,H,N,N,,,Christopher,Unger,815-436-4324,,VACANT,CHRISTOPHER,UNGER
Vacant,23824,W,ANDREW,RD,,,UNIT 201,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,N,N,,,,,N,N,,,,,,,VACANT,,
Vacant,2397,S,VON ESCH,RD,,,UNIT L,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Dion,Thompson,630-688-6766,,VACANT,DION,THOMPSON
Vacant,2399,S,VON ESCH,RD,,,UNIT H,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VACANT,,
Vacant,2399,S,VON ESCH,RD,,,UNIT I,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Josh,Walden,630-687-2660,,VACANT,JOSH,WALDEN
Vacant,24029,W,LOCKPORT,ST,,,SUITE 101,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,N,N,,,,,N,N,,,Jessica,Ward,815-302-0775,,VACANT,JESSICA,WARD
Vacant  - Bldg D,13252,S,RT 59,,,,SUITE 200,PLAINFIELD,IL,60585,5,599,Business office,2,0,2,C,6,U,1,P,31,S,4,H,N,N,,,,Wescom,815-439-4230,,VACANT  - BLDG D,,WESCOM
Vacant (blue Mountain Wellness Clinic),23909,W,RENWICK,RD,,,SUITE 113,PLAINFIELD,IL,60586,3,342,"Doctor, dentist or oral sur",1,0,7,B,4,U,1,P,5,M,4,H,1,P,2,D,Kiyoshi,Murakami,815-355-0485,,VACANT (BLUE MOUNTAIN WELLNESS CLINIC),KIYOSHI,MURAKAMI
Vacant (component Wood Supply),14731,S,NAPERVILLE,RD,,,,PLAINFIELD,IL,60544,7,700,"Manufacturing, processing",2,0,6,M,4,U,N,N,,,,,N,N,,,,,,,VACANT (COMPONENT WOOD SUPPLY),,
"Vacant (consumers Choice Realty, Inc.)",13246,S,RT 59,,,,214  BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,,,,,"VACANT (CONSUMERS CHOICE REALTY, INC.)",,
Vacant (country Insurance & Financial),16200,S,LINCOLN,HWY,,,120,Plainfield,IL,60586,5,599,Business office,1,0,7,B,4,U,N,N,,,,,N,N,,,,,,,VACANT (COUNTRY INSURANCE & FINANCIAL),,
Vacant (cribs To College),24317,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,539,"Household goods, sales, rep",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,VACANT (CRIBS TO COLLEGE),,
